customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02563,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,34.08,105.41,No
CUST-02564,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,114.08,834.77,No
CUST-02565,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.24,696.66,No
CUST-02566,Female,0,Yes,Yes,69,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.64,4002.64,No
CUST-02567,Female,0,No,No,13,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,84.37,1130.5,No
CUST-02568,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),32.47,1384.85,No
CUST-02569,Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,61.62,3679.41,No
CUST-02570,Male,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,90.1,5327.82,No
CUST-02571,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,112.05,1222.94,No
CUST-02572,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,62.67,743.3,Yes
CUST-02573,Male,1,No,Yes,62,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),81.05,4793.88,Yes
CUST-02574,Male,1,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.09,3195.75,Yes
CUST-02575,Male,0,Yes,No,49,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.39,3396.11,No
CUST-02576,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,68.29,1093.82,Yes
CUST-02577,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.64,736.44,Yes
CUST-02578,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),83.34,2488.68,No
CUST-02579,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.79,699.54,Yes
CUST-02580,Female,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),26.33,1114.08,No
CUST-02581,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.06,2148.78,Yes
CUST-02582,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34.15,2042.67,No
CUST-02583,Female,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.96,4505.52,No
CUST-02584,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.54,931.33,Yes
CUST-02585,Male,0,No,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.48,4466.72,No
CUST-02586,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.39,6293.08,No
CUST-02587,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,71.35,1846.82,Yes
CUST-02588,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,39.12,1475.15,No
CUST-02589,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),30.87,2227.2,No
CUST-02590,Male,0,No,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,105.4,5153.43,No
CUST-02591,Female,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,57.03,3791.37,No
CUST-02592,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.22,705.17,No
CUST-02593,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),52.74,2000.07,No
CUST-02594,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,104.87,4022.82,Yes
CUST-02595,Male,0,No,No,69,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.22,5031.0,Yes
CUST-02596,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.14,4735.72,Yes
CUST-02597,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.34,677.4,No
CUST-02598,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.95,58.86,Yes
CUST-02599,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,109.68,2837.23,No
CUST-02600,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.42,1128.86,No
CUST-02601,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,117.93,8044.23,No
CUST-02602,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),104.92,5186.55,No
CUST-02603,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,29.59,1796.36,No
CUST-02604,Male,1,No,No,48,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,117.93,5190.1,Yes
CUST-02605,Male,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),98.81,4881.4,No
CUST-02606,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.82,5284.69,No
CUST-02607,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,98.97,741.48,Yes
CUST-02608,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,110.89,2132.85,Yes
CUST-02609,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),93.67,2306.82,No
CUST-02610,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,70.64,4810.51,No
CUST-02611,Female,1,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,18.01,1222.15,No
CUST-02612,Female,0,No,No,46,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,45.93,1994.52,Yes
CUST-02613,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.02,5557.85,Yes
CUST-02614,Female,0,Yes,Yes,69,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Two year,No,Mailed check,49.22,3500.79,No
CUST-02615,Female,0,Yes,No,22,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,59.01,1391.1,Yes
CUST-02616,Female,0,Yes,Yes,65,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.79,1830.9,Yes
CUST-02617,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.0,1263.94,Yes
CUST-02618,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.5,615.78,Yes
CUST-02619,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),25.14,582.08,No
CUST-02620,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,76.45,3924.24,No
CUST-02621,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,80.16,5109.17,Yes
CUST-02622,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,70.45,3913.17,No
CUST-02623,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,53.32,2763.22,Yes
CUST-02624,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,No,Electronic check,110.43,2042.5,No
CUST-02625,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.34,627.34,Yes
CUST-02626,Female,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),49.07,1471.28,No
CUST-02627,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),112.52,8128.85,Yes
CUST-02628,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.49,498.46,Yes
CUST-02629,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.68,4104.36,No
CUST-02630,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,44.07,686.53,Yes
CUST-02631,Male,0,No,Yes,44,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,30.95,1413.18,No
CUST-02632,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.91,4569.3,Yes
CUST-02633,Male,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),90.62,2490.31,Yes
CUST-02634,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.56,1789.65,No
CUST-02635,Female,0,No,No,49,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),92.04,4280.64,Yes
CUST-02636,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.76,5017.69,No
CUST-02637,Male,1,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,23.58,1515.48,Yes
CUST-02638,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,59.06,1165.08,No
CUST-02639,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.84,1046.6,No
CUST-02640,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,99.03,6875.83,Yes
CUST-02641,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,29.89,1351.84,No
CUST-02642,Female,0,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.14,1385.9,Yes
CUST-02643,Male,1,Yes,No,12,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.3,717.41,Yes
CUST-02644,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.18,3388.9,No
CUST-02645,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,116.67,979.22,Yes
CUST-02646,Male,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.61,1868.01,Yes
CUST-02647,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,33.78,2007.49,Yes
CUST-02648,Male,0,No,No,49,No,No phone service,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,108.28,4942.77,No
CUST-02649,Male,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.23,1272.08,No
CUST-02650,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),54.78,2883.21,No
CUST-02651,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.07,491.85,No
CUST-02652,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,23.97,1021.87,No
CUST-02653,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.48,124.65,No
CUST-02654,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.73,1455.98,No
CUST-02655,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,112.54,101.72,No
CUST-02656,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,72.62,5432.75,No
CUST-02657,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.76,4196.55,No
CUST-02658,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,26.87,1838.04,No
CUST-02659,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,73.78,5466.99,No
CUST-02660,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.19,6107.64,No
CUST-02661,Female,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.11,485.23,No
CUST-02662,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,102.83,5889.46,Yes
CUST-02663,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,105.91,7227.36,No
CUST-02664,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,85.79,1639.42,Yes
CUST-02665,Female,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,70.03,1116.72,No
CUST-02666,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.41,348.32,Yes
CUST-02667,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,46.52,401.89,Yes
CUST-02668,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.07,918.84,No
CUST-02669,Male,0,Yes,No,5,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,73.21,390.74,No
CUST-02670,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,66.25,1038.83,No
CUST-02671,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.65,2594.33,Yes
CUST-02672,Female,1,No,No,41,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),36.9,1364.7,Yes
CUST-02673,Female,0,Yes,No,30,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.03,1077.74,No
CUST-02674,Male,0,No,No,26,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,116.52,3102.84,Yes
CUST-02675,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,110.7,5956.46,Yes
CUST-02676,Male,1,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),43.3,1282.76,Yes
CUST-02677,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.99,1121.47,Yes
CUST-02678,Female,1,No,No,15,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.47,816.96,No
CUST-02679,Male,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.52,5397.85,Yes
CUST-02680,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.34,1684.91,No
CUST-02681,Male,1,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.41,4206.07,No
CUST-02682,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.37,2162.1,No
CUST-02683,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),73.8,1433.41,No
CUST-02684,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,117.23,5238.45,Yes
CUST-02685,Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,31.01,1788.12,No
CUST-02686,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.76,1846.04,Yes
CUST-02687,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.05,1547.85,No
CUST-02688,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.94,7199.97,No
CUST-02689,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.23,4615.85,Yes
CUST-02690,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Mailed check,76.92,757.44,No
CUST-02691,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,61.05,843.07,No
CUST-02692,Male,0,No,No,48,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.63,5004.03,Yes
CUST-02693,Female,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,32.06,580.45,No
CUST-02694,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.5,1533.59,Yes
CUST-02695,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.93,7076.11,Yes
CUST-02696,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.12,2881.94,Yes
CUST-02697,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.82,980.32,No
CUST-02698,Female,0,No,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.3,5697.86,Yes
CUST-02699,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,94.87,1090.28,No
CUST-02700,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,81.89,1627.36,Yes
CUST-02701,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,83.59,2152.5,Yes
CUST-02702,Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,84.38,1986.71,Yes
CUST-02703,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,91.06,2718.73,No
CUST-02704,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),49.51,2698.06,No
CUST-02705,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,104.54,3011.95,No
CUST-02706,Female,1,No,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.97,1000.72,No
CUST-02707,Male,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.37,2300.02,No
CUST-02708,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),69.04,2891.04,No
CUST-02709,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),98.62,6773.98,No
CUST-02710,Female,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.32,3156.87,No
CUST-02711,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.79,3880.57,No
CUST-02712,Male,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),103.23,3791.16,Yes
CUST-02713,Female,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),117.97,6827.25,No
CUST-02714,Female,1,Yes,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.32,4696.57,No
CUST-02715,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.17,545.0,No
CUST-02716,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.99,929.95,No
CUST-02717,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.49,5331.26,Yes
CUST-02718,Male,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,86.69,3451.42,No
CUST-02719,Male,0,No,No,24,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.89,1668.01,No
CUST-02720,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.46,3367.64,No
CUST-02721,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,24.3,1434.42,No
CUST-02722,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),117.44,6056.48,No
CUST-02723,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,66.42,5003.63,Yes
CUST-02724,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.71,3310.42,No
CUST-02725,Male,0,No,No,72,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),71.25,5057.79,No
CUST-02726,Female,0,No,No,13,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,72.46,859.79,Yes
CUST-02727,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.25,612.29,Yes
CUST-02728,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.15,1711.29,No
CUST-02729,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),110.06,5089.97,No
CUST-02730,Male,1,No,Yes,44,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.33,2275.8,No
CUST-02731,Male,0,No,No,32,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,80.51,2773.17,No
